"Collision Report Number","Collision Date","County","City","Jurisdiction","Agency","Primary Trafficway","Secondary Trafficway","Block Number","Mile Post","School Zone","Intersection Related","Weather Condition","Lighting Condition","Injury Severity","Collision Type","Object Struck","Damage Threshold Met","Hit and Run","Motor Vehicles Involved","Passengers Involved","Commercial Carrier Involved","School Bus Involved","Pedestrians Involved","Pedalcyclists Involved"
"EA14370","2/4/2020 4:40:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","254.820","N","N","Raining","Daylight","No Injury Collision","","","N","N","2","N","N","N","0","0"
"EA14370","2/4/2020 4:40:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","254.820","N","N","Raining","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA11883","2/4/2020 5:23:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","263.360","N","N","Snowing","Dark-Street Lights On","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA14268","2/4/2020 8:11:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","GRANDVIEW ROAD      ","","266.500","N","N","Snowing","Dark-Street Lights On","No Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EA11884","2/4/2020 11:05:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","263.460","N","N","Snowing","Dark-Street Lights On","No Injury Collision","","","Y","N","1","Y","N","N","0","0"
"EA13219","2/5/2020 12:57:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","GRANDVIEW RD        ","","268.200","N","N","Snowing","Dark-No Street Lights","No Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EA13326","2/5/2020 12:20:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","NULLE ROAD          ","","242.920","N","N","Raining","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EA12170","2/5/2020 1:40:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","NULLE ROAD          ","","243.300","N","N","Raining","Daylight","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA11886","2/5/2020 3:12:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","SMITH ROAD          ","3236  ","","N","N","Raining","Daylight","No Injury Collision","","Mailbox","Y","N","1","Y","N","N","0","0"
"EA12173","2/5/2020 3:44:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","254.500","N","N","Raining","Daylight","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA12173","2/5/2020 3:44:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","254.500","N","N","Raining","Daylight","Minor Injury Collision","","","N","N","2","N","N","N","0","0"
"EA12172","2/5/2020 3:55:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA STREET         ","","254.400","N","N","Raining","Daylight","No Injury Collision","","CONCRETE WALL","Y","N","2","N","N","N","0","0"
"EA13218","2/5/2020 4:55:00 PM","Whatcom","Ferndale","State Road","State Patrol","SR 548              ","ELK RD              ","","2.100","N","N","Raining","Dusk","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA11868","2/5/2020 5:36:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","255.200","N","N","Raining","Dark-Street Lights On","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA13220","2/5/2020 6:58:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","OHIO ST             ","","254.800","N","N","Raining","Dark-Street Lights On","No Injury Collision","","Concrete/Jersey Barrier","Y","N","1","Y","N","N","0","0"
"EA13220","2/5/2020 6:58:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","OHIO ST             ","","254.800","N","N","Raining","Dark-Street Lights On","No Injury Collision","","Concrete/Jersey Barrier","N","N","1","Y","N","N","0","0"
"EA12174","2/6/2020 7:57:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","I 5                 ","","","N","N","Raining","Daylight","No Injury Collision","","I 5 Overpass","Y","Y","1","N","N","N","0","0"
"EA13324","2/6/2020 11:32:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","BAKERVIEW ROAD      ","","258.000","N","N","Raining","Daylight","No Injury Collision","","CHAINLINK FENCE","Y","N","1","Y","N","N","0","0"
"EA14369","2/6/2020 12:15:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","WHITE SALMON LODGE  ","","49.900","N","N","Snowing","Daylight","No Injury Collision","","Tree or Stump","Y","N","1","N","N","N","0","0"
"EA14269","2/6/2020 7:54:00 PM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 539     ","STATE ROUTE 544     ","","7.510","N","Y","Clear","Dark-Street Lights On","Minor Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EA14266","2/7/2020 5:03:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","NORTHWEST AVENUE    ","","256.800","N","N","Raining","Dusk","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA14811","2/8/2020 12:53:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","N LAKE SAMISH       ","","244.500","N","N","Raining","Dark-No Street Lights","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EA13327","2/8/2020 5:46:00 AM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","SAMISH WAY          ","","251.900","N","N","Overcast","Dark-Street Lights On","No Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EA13222","2/8/2020 9:00:00 PM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","PEACE PORTAL DRIVE  ","","273.900","N","N","Clear","Dark-No Street Lights","No Injury Collision","","Deer","Y","N","1","Y","N","N","0","0"
"EA13223","2/8/2020 10:41:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","SMITH ROAD          ","","4.000","N","N","Clear","Dark-Street Lights On","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EA14371","2/11/2020 10:47:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","N LAKE SAMISH       ","","246.200","N","N","Raining","Daylight","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EA14812","2/11/2020 6:38:00 PM","Whatcom","Blaine","State Road","State Patrol","SR 548              ","BIRCH BAY LYNDEN ROA","","9.000","N","N","Overcast","Dark-Street Lights On","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA17820","2/12/2020 9:02:00 PM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 542     ","MARKELL ROAD        ","","19.000","N","N","Clear","Dark-No Street Lights","Minor Injury Collision","","Tree or Stump","Y","N","1","Y","N","N","0","0"
"EA14810","2/12/2020 9:16:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA STREET         ","","254.020","N","N","Overcast","Dark-Street Lights On","No Injury Collision","","jersey barrier","Y","N","2","N","N","N","0","0"
"EA15582","2/13/2020 8:45:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","262.950","N","N","Raining","Daylight","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EA15582","2/13/2020 8:45:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","262.950","N","N","Raining","Daylight","No Injury Collision","","Guardrail","N","N","1","N","N","N","0","0"
"EA15583","2/14/2020 2:25:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","LAKEWAY DRIVE       ","","253.000","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","Y","N","0","0"
"EA14813","2/14/2020 4:47:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA STREET         ","","253.590","N","N","Clear","Dusk","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EA17818","2/15/2020 3:53:00 AM","Whatcom","Sumas","State Road","State Patrol","SR 547              ","GYPSY LANE          ","4800  ","","N","N","Raining","Dark-No Street Lights","Minor Injury Collision","","Tree or Stump","Y","N","1","N","N","N","0","0"
"EA18389","2/16/2020 3:00:00 PM","Whatcom","Sammamish","State Road","State Patrol","SR 547              ","MOSEY CT            ","","1.400","N","N","Clear","Daylight","No Injury Collision","","Metal Sign Post and Tree","Y","N","1","N","N","N","0","0"
"EA17821","2/17/2020 5:43:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","SMITH ROAD          ","","261.420","N","N","Clear","Dark-Street Lights On","No Injury Collision","","","Y","N","3","Y","N","N","0","0"
"EA17823","2/17/2020 6:48:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","SLATER ROAD         ","","260.000","N","N","Clear","Dusk","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA19941","2/18/2020 12:10:00 AM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","BAKERVIEW           ","","258.500","N","N","Clear","Dark-Street Lights On","No Injury Collision","","none","Y","Y","2","Y","N","N","0","0"
"EA19931","2/18/2020 6:49:00 AM","Whatcom","Sumas","State Road","State Patrol","SR 9                ","MORGAN ROAD         ","","96.300","N","N","Clear","Dawn","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA18015","2/19/2020 3:35:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","SR 544              ","","7.510","N","Y","Clear","Daylight","No Injury Collision","","","N","N","2","N","N","N","0","0"
"EA18015","2/19/2020 3:35:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","SR 544              ","","7.510","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA18908","2/20/2020 7:45:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","SMITH RD            ","","3.510","N","N","Clear","Dark - Unknown Lighting","No Injury Collision","","","Y","Y","2","N","N","N","0","0"
"EA18390","2/21/2020 7:43:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA ST             ","","253.540","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA18016","2/21/2020 1:56:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA ST             ","","253.480","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA18017","2/21/2020 1:56:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA ST             ","","253.480","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA18013","2/23/2020 1:50:00 PM","Whatcom","Nooksack","State Road","State Patrol","SR 542              ","MARKEL RD           ","","19.970","N","N","Raining","Daylight","No Injury Collision","","Mailbox","Y","N","1","Y","N","N","0","0"
"EA21579","2/24/2020 3:55:00 AM","Whatcom","Lynden","State Road","State Patrol","539                 ","WISER LAKE          ","","9.200","N","N","Raining","Dark-No Street Lights","No Injury Collision","","PLASTIC SHELVING","Y","N","1","N","N","N","0","0"
"EA18012","2/24/2020 8:27:00 AM","Whatcom","Nooksack","State Road","State Patrol","SR 9                ","NP RD               ","","67.060","N","N","Overcast","Daylight","No Injury Collision","","SCHOOL BUS SIGN","Y","N","1","Y","N","N","0","0"
"EA18910","2/25/2020 5:24:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","AXTON RD            ","","5.000","N","Y","Overcast","Dusk","Minor Injury Collision","","","Y","N","3","N","N","N","0","0"
"EA21581","2/25/2020 7:50:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","HATCHERY ROAD       ","6300  ","","N","N","Raining","Dark-No Street Lights","Minor Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EA18911","2/26/2020 5:51:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","E 74TH LN           ","","8.400","N","N","Clear","Dark-Street Lights Off","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA18912","2/27/2020 6:55:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","LAKEWAY DRIVE       ","","253.250","N","N","Overcast","Dark-Street Lights On","No Injury Collision","","deer","Y","N","1","N","N","N","0","0"
"EA21889","2/28/2020 12:33:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","SR 546              ","","12.040","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","4","N","N","N","0","0"
"EA19944","2/28/2020 5:18:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","255.000","N","N","Raining","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA19945","2/28/2020 5:18:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","255   ","","N","N","Raining","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA19943","2/28/2020 6:26:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","255.100","N","N","Overcast","Dark-Street Lights On","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA21580","2/28/2020 11:19:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","255   ","","N","N","Overcast","Dark - Unknown Lighting","No Injury Collision","","Tree","Y","N","1","Y","N","N","0","0"
"EA21890","3/1/2020 6:51:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","HATCHERY RD         ","","20.900","N","N","Overcast","Daylight","Minor Injury Collision","","Utility Pole","Y","N","1","N","N","N","0","0"
"EA20829","3/1/2020 6:57:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","HATCHERY RD         ","","21.040","N","N","Overcast","Daylight","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA20832","3/1/2020 1:00:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","E 23RD AVE          ","","5.300","N","N","Overcast","Daylight","Minor Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EA19942","3/1/2020 5:53:00 PM","Whatcom","Ferndale","State Road","State Patrol","SR 548              ","KICKERVILLE RD      ","","4.900","N","Y","Raining","Dusk","No Injury Collision","","","Y","Y","2","N","N","N","0","0"
"EA19942","3/1/2020 5:53:00 PM","Whatcom","Ferndale","State Road","State Patrol","SR 548              ","KICKERVILLE RD      ","","4.900","N","Y","Raining","Dusk","No Injury Collision","","","N","Y","2","N","N","N","0","0"
"EA21891","3/2/2020 6:10:00 AM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","SLATER RD           ","","259.800","N","N","Raining","Dark-No Street Lights","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA21892","3/2/2020 7:36:00 AM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","SLATER RD           ","","260.000","N","N","Raining","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA21893","3/2/2020 2:47:00 PM","Whatcom","Ferndale","State Road","State Patrol","SR 548              ","KICKERVILLE         ","","5.100","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA21582","3/3/2020 5:43:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","TEN MILE RD         ","","6.000","N","Y","Overcast","Dusk","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EA24309","3/4/2020 8:32:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR9                 ","WILLIAMS LAKE ROAD  ","","77.000","N","N","Overcast","Daylight","No Injury Collision","","ROAD AND DITCH","Y","N","1","N","Y","N","0","0"
"EA20838","3/4/2020 2:50:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","LAKEWAY DRIVE       ","","252.600","N","N","Clear","Daylight","No Injury Collision","","Cable Barrier","Y","N","1","N","N","N","0","0"
"EA20838","3/4/2020 2:50:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","LAKEWAY DRIVE       ","","252.600","N","N","Clear","Daylight","No Injury Collision","","Cable Barrier","N","N","1","N","N","N","0","0"
